Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"Metolius- Eyerly burn",USA,fn_usormtey,44.57944195,-121.5000761,44.608333,-121.525159,44.608333,-121.607096,44.550000,-121.485154,44.550000,-121.403298,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=954
"Metolius- Intermediate-aged Ponderosa Pine",USA,fn_usmetipp,44.45243246,-121.5571658,44.483333,-121.579849,44.483333,-121.661611,44.425000,-121.540144,44.425000,-121.458464,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=955
"Metolius- Second Young-aged Pine",USA,fn_usormtny,44.31568756,-121.607892,44.341667,-121.623603,44.341667,-121.705167,44.283333,-121.584257,44.283333,-121.502774,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=956
"Metolius- Old-aged Ponderosa Pine",USA,fn_usormeti,44.49916617,-121.6223688,44.525000,-121.631712,44.525000,-121.713533,44.466667,-121.591838,44.466667,-121.510099,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=957
"Metolius- First Young-aged Pine",USA,fn_usmetypp,44.43718949,-121.566756,44.466667,-121.591838,44.466667,-121.673576,44.408333,-121.552169,44.408333,-121.470512,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=958
"Chatham 1 SE- Michigan State University",USA,fn_usmichat,46.3345,-86.92,46.366667,-86.927236,46.366667,-87.011772,46.308333,-86.918998,46.308333,-86.834552,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=959
"KBS Crops",USA,fn_usmikbsc,42.41008056,-85.37566667,42.441667,-85.381220,42.441667,-85.460266,42.383333,-85.380820,42.383333,-85.301847,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=960
"Kellogg Biological Station (KBS1)",USA,fn_usmikell,42.41333,-85.37193889,42.441667,-85.369928,42.441667,-85.448974,42.383333,-85.369538,42.383333,-85.290565,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=961
"Island_Midway",Island,fn_usmidway,28.21,-177.3783333,28.241667,-177.401255,28.241667,-177.467471,28.183333,-177.370566,28.183333,-177.304386,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=962
"UW-Milwaukee Field Station- Wisconsin",USA,fn_usmilwau,43.38728889,-88.02338889,43.416667,-88.028479,43.416667,-88.108787,43.358333,-88.024035,43.358333,-87.943805,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=963
"Cedar Creek Natural History Area (CDR1)",USA,fn_usmncdr1,45.40093,-93.20136944,45.433333,-93.208959,45.433333,-93.292086,45.375000,-93.195805,45.375000,-93.112764,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=964
"Goodridge 12 NNW- Agassiz National Wildlife Refuge",USA,fn_usmngood,48.3055,-95.8744,48.333333,-95.881563,48.333333,-95.969309,48.275000,-95.859692,48.275000,-95.772046,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=965
"Chillicothe 22 ENE - University of Missouri (Forage Systems Research Station)",USA,fn_usmochll,39.8668,-93.147,39.900000,-93.156821,39.900000,-93.232858,39.841667,-93.153608,39.841667,-93.077635,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=966
"Missouri Ozark Site",USA,fn_usmozark,38.74411,-92.200009,38.775000,-92.204068,38.775000,-92.278892,38.716667,-92.203531,38.716667,-92.128769,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=967
"Morgan Monroe State Forest",USA,fn_usinmorg,39.32315,-86.413139,39.350000,-86.406018,39.350000,-86.481454,39.291667,-86.409364,39.291667,-86.333992,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=968
"Goodwin Creek- Mississippi 2",USA,fn_usmsgood,34.25,-89.86666667,34.275000,-89.853609,34.275000,-89.924201,34.216667,-89.861897,34.216667,-89.791354,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=969
"Newton 5 ENE- Mississippi State University (Coastal Plain Exp. Station)",USA,fn_usmsnewt,32.33777778,-89.07027778,32.366667,-89.061663,32.366667,-89.130726,32.308333,-89.073295,32.308333,-89.004277,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=970
"Lodgepole Forest",USA,fn_mtforest,46.95224789,-110.8852724,46.983333,-110.901649,46.983333,-110.987156,46.925000,-110.866241,46.925000,-110.780828,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=971
"Riparian Meadow",USA,fn_mtmeadow,46.94537472,-110.8872449,46.975000,-110.908793,46.975000,-110.994286,46.916667,-110.873399,46.916667,-110.787999,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=972
"Missoula",USA,fn_usmtmiss,46.916668,-114.083336,46.941667,-114.098636,46.941667,-114.184076,46.883333,-114.059860,46.883333,-113.974513,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=973
"St. Mary 1 SSW- Glacier National Park (St. Mary Site)",USA,fn_usmtstma,48.7412,-113.4324444,48.766667,-113.445497,48.766667,-113.533998,48.708333,-113.402327,48.708333,-113.313929,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=974
"Wolf Point 34 NE- Fort Peck Indian Res. (Give Out Morgan Site)",USA,fn_usmtwo34,48.4887,-105.2096,48.516667,-105.223087,48.516667,-105.311150,48.458333,-105.190085,48.458333,-105.102123,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=976
"Albemarle- North Carolina",USA,fn_usncalbe,36,-78,36.025000,-77.989719,36.025000,-78.061846,35.966667,-78.004134,35.966667,-77.932060,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=977
"Asheville 13 S- NC Mtn. Horticultural Crops Res. Ctr. (Backlund Site)",USA,fn_usncas13,35.4185,-82.55666667,35.450000,-82.553629,35.450000,-82.625237,35.391667,-82.565431,35.391667,-82.493875,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=978
"Asheville 8 SSW- North Carolina Arboretum (Bierbaum Site)",USA,fn_usncash8,35.49452778,-82.61416667,35.525000,-82.610232,35.525000,-82.681906,35.466667,-82.621893,35.466667,-82.550270,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=979
"North Carolina Clearcut",USA,fn_usncclea,35.81147,-76.71147,35.841667,-76.709107,35.841667,-76.781067,35.783333,-76.724683,35.783333,-76.652776,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=980
"North Carolina Loblolly Plantation",USA,fn_usnclobl,35.8031,-76.66791,35.833333,-76.659934,35.833333,-76.731886,35.775000,-76.675556,35.775000,-76.603656,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=981
"Chequamegon",USA,fn_usndcheq,45.93333333,-90.25,45.958333,-90.252235,45.958333,-90.336146,45.900000,-90.241192,45.900000,-90.157369,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=984
"COMPLET 156 (border of North and South Dakota)",USA,fn_usndc156,45.9516,-97.6653,45.983333,-97.680481,45.983333,-97.764429,45.925000,-97.661577,45.925000,-97.577717,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=985
"Medora 7 E- Theodore Roosevelt National Park (Painted Canyon Site)",USA,fn_usndmedo,46.8946,-103.3769,46.925000,-103.398694,46.925000,-103.484107,46.866667,-103.371596,46.866667,-103.286276,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=986
"University of North Dakota",USA,fn_usndund0,47.9492,-97.1761,47.975000,-97.181069,47.975000,-97.268205,47.916667,-97.158492,47.916667,-97.071455,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=987
"Harrison 20 SSE- Agate Fossil Beds National Monument (Visitor Center Site)",USA,fn_usneharr,42.42480556,-103.7358333,42.450000,-103.733743,42.450000,-103.812800,42.391667,-103.716264,42.391667,-103.637281,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=988
"Lincoln 11 SW- Audubon Society (Spring Creek Prairie Site)",USA,fn_usneli11,40.6954,-96.8541,40.725000,-96.863969,40.725000,-96.940942,40.666667,-96.856099,40.666667,-96.779194,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=989
"Lincoln 8 ENE- University of Nebraska (Prairie Pines Site)",USA,fn_usnelin8,40.8484,-96.5651,40.875000,-96.565127,40.875000,-96.642274,40.816667,-96.557244,40.816667,-96.480165,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=990
"Whitman 5 ENE- Gudmundsen Sandhills Laboratory (Site 1)",USA,fn_usnewhit,42.068,-101.445,42.100000,-101.452090,42.100000,-101.530709,42.041667,-101.437446,42.041667,-101.358900,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=991
"Mt_Bigelow",USA,fn_usnhbige,32.42001694,-110.7300389,32.450000,-110.731242,32.450000,-110.800369,32.391667,-110.728745,32.391667,-110.659663,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=992
"Durham 2 N- University of New Hampshire (Kingman Farm Site)",USA,fn_usnhdurh,43.172,-70.928,43.200000,-70.922119,43.200000,-71.002141,43.141667,-70.934360,43.141667,-70.854414,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=993
"Durham 2 SSW- University of New Hampshire (Thompson Farm Site)",USA,fn_usnhdrsw,43.109,-70.949,43.141667,-70.945781,43.141667,-71.025726,43.083333,-70.958060,43.083333,-70.878191,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=994
"Hubbard Brook LTER (HBR1)",USA,fn_usnhhbr1,43.93972,-71.75138889,43.966667,-71.738488,43.966667,-71.819536,43.908333,-71.749113,43.908333,-71.668145,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=995
"Sargent Center",USA,fn_usnhsarg,42.94033333,-72.00044444,42.966667,-71.996321,42.966667,-72.076039,42.908333,-72.007792,42.908333,-71.928150,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=996
"Niwot Ridge (LTER NWT1)",USA,fn_usniwot1,40.03287778,-105.5464028,40.058333,-105.545374,40.058333,-105.621588,40.000000,-105.531301,40.000000,-105.455152,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=997
"Cedar Bridge",USA,fn_uscedarb,39.83794167,-74.37910111,39.866667,-74.371977,39.866667,-74.447977,39.808333,-74.384769,39.808333,-74.308833,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=999
"Fort Dix",USA,fn_usnjfort,39.97122889,-74.43455028,40.000000,-74.429972,40.000000,-74.506121,39.941667,-74.442564,39.941667,-74.366480,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1000
"Silas Little Experimental Forest",USA,fn_usnjsilo,39.91375444,-74.595985,39.941667,-74.583862,39.941667,-74.659946,39.883333,-74.596389,39.883333,-74.520370,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1001
"Carlsbad",USA,fn_usnmcarl,32.36883333,-104.2331667,32.400000,-104.234777,32.400000,-104.303866,32.341667,-104.236571,32.341667,-104.167528,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1002
"Jornada",USA,fn_usnmjorn,32.35111111,-106.5169444,32.383333,-106.524646,32.383333,-106.593722,32.325000,-106.524994,32.325000,-106.455963,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1003
"Los Alamos 13 W- Valles Caldera National Preserve (Valle Grande Site)",USA,fn_usnmlosa,35.8584,-106.5214,35.891667,-106.526519,35.891667,-106.598524,35.833333,-106.520099,35.833333,-106.448147,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1004
"Sevilleta",USA,fn_usnmsevl,34.35472222,-106.885,34.383333,-106.883201,34.383333,-106.953884,34.325000,-106.879479,34.325000,-106.808845,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1005
"Northern Michigan Jack Pine Stand",USA,fn_usnmijps,46.6465,-88.5194,46.675000,-88.527174,46.675000,-88.612191,46.616667,-88.516688,46.616667,-88.431762,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1007
"Sylvania Wilderness Area",USA,fn_ussylvan,46.242017,-89.34765,46.275000,-89.361781,46.275000,-89.446176,46.216667,-89.351112,46.216667,-89.266807,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1008
"Northern Plains Site",USA,fn_usplains,42.31288889,-106.5571111,42.341667,-106.565076,42.341667,-106.643996,42.283333,-106.545203,42.283333,-106.466355,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1009
"North Temperate Lakes - Trout Lake Station (NTL1)",USA,fn_usntlake,46.01374,-89.67969,46.041667,-89.679953,46.041667,-89.763990,45.983333,-89.669362,45.983333,-89.585413,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1010
"Baker 5 W- Great Basin National Park (Gravel Pit Site)",USA,fn_usnvbake,39.0118,-114.209,39.041667,-114.224315,39.041667,-114.299421,38.983333,-114.205183,38.983333,-114.130140,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1011
"Mercury 3 SSW- Nevada Test Site (Desert Rock Meteorological Lab)",USA,fn_usnvmerc,36.624,-116.0225,36.650000,-116.021061,36.650000,-116.093769,36.591667,-116.005955,36.591667,-115.933302,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1012
"Railroad Valley Playa",USA,fn_usnvrail,38.50388889,-115.9619444,38.533333,-115.969507,38.533333,-116.044078,38.475000,-115.950125,38.475000,-115.875614,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1013
"Brookhaven",USA,fn_usnybroo,40.87,-72.88916667,40.900000,-72.886702,40.900000,-72.963878,40.841667,-72.899624,40.841667,-72.822517,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1014
"CCNY",USA,fn_usnyccny,40.82131389,-73.94903611,40.850000,-73.944365,40.850000,-74.021483,40.791667,-73.956413,40.791667,-73.879363,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1015
"GISS",USA,fn_usnygiss,40.7977,-73.9599,40.825000,-73.949522,40.825000,-74.026610,40.766667,-73.961593,40.766667,-73.884572,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1016
"Ithaca 13 E- Cornell University",USA,fn_usnyitha,42.44011111,-76.24619444,42.466667,-76.242286,42.466667,-76.321364,42.408333,-76.250351,42.408333,-76.171347,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1017
"Millbrook 3 W- Institute of Ecosystem Studies",USA,fn_usnymill,41.7857,-73.7422,41.816667,-73.741654,41.816667,-73.819924,41.758333,-73.752786,41.758333,-73.674587,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1018
"Oak Openings",USA,fn_usohiooa,41.55454,-83.84376,41.583333,-83.846799,41.583333,-83.924786,41.525000,-83.849081,41.525000,-83.771164,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1019
"ARM/CAT Ponca",USA,fn_usokarmp,36.92997222,-96.86,36.958333,-96.862245,36.958333,-96.935246,36.900000,-96.861097,36.900000,-96.788152,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1020
"ARM/CAT Ponca 2",USA,fn_usokarm2,36.64,-97.5,36.666667,-97.501648,36.666667,-97.574372,36.608333,-97.500521,36.608333,-97.427853,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1021
"Cart Site",USA,fn_usokcart,36.60667,-97.48639,36.633333,-97.480223,36.633333,-97.552915,36.575000,-97.479170,36.575000,-97.406533,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1022
"ARM SGP Extended Facility 8-Coldwater",USA,fn_usksokco,37.333,-99.309,37.358333,-99.305186,37.358333,-99.378574,37.300000,-99.301446,37.300000,-99.228114,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1023
"ARM SGP Extended Facility 22-Cordell",USA,fn_usokcord,35.354,-98.977,35.383333,-98.972202,35.383333,-99.043750,35.325000,-98.972236,35.325000,-98.900739,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1024
"ARM SGP Extended Facility 19-El Reno",USA,fn_usokelre,35.557,-98.017,35.583333,-98.009674,35.583333,-98.081401,35.525000,-98.010057,35.525000,-97.938382,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1025
"ARM Burn Experiment-El Reno",USA,fn_usokreno,35.548,-98.0385,35.575000,-98.040459,35.575000,-98.112179,35.516667,-98.040834,35.516667,-97.969167,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1026
"Goodwell 2 E- OK Panhandle Research & Extn. Center (Native Grassland Site)",USA,fn_usokgood,36.5993,-101.595,36.625000,-101.591922,36.625000,-101.664606,36.566667,-101.587777,36.566667,-101.515148,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1027
"ARM SGP Extended Faciltiy 18-Morris",USA,fn_usokmorr,35.688,-95.856,35.716667,-95.853778,35.716667,-95.925625,35.658333,-95.855505,35.658333,-95.783711,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1028
"ARM SGP Extended Facility 12-Pawhuska",USA,fn_usokpawh,36.841,-96.427,36.866667,-96.423005,36.866667,-96.495919,36.808333,-96.422351,36.808333,-96.349493,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1029
"ARM SGP Extended Facility 4-Plevna",USA,fn_usksokpl,37.953,-98.329,37.983333,-98.337142,37.983333,-98.411151,37.925000,-98.333032,37.925000,-98.259081,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1030
"Stillwater 2 W- Oklahoma State Univ. (Ag. Research Farm Site)",USA,fn_usoksti2,36.1181,-97.0914,36.150000,-97.092740,36.150000,-97.164982,36.091667,-97.092817,36.091667,-97.020629,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1031
"Stillwater 5 WNW- Oklahoma State Univ. (Efaw Farm Site)",USA,fn_usoksti5,36.1346,-97.10819444,36.166667,-97.113382,36.166667,-97.185639,36.108333,-97.113414,36.108333,-97.041211,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1032
"HJ Andrews Aeronet Sunphotometer (AND1)",USA,fn_usorand1,44.23888889,-122.2238889,44.266667,-122.236369,44.266667,-122.317829,44.208333,-122.196627,44.208333,-122.115248,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1033
"Riley 10 WSW- Northern Great Basin Experimental Range (Rainout Site)",USA,fn_usorrile,43.4711,-119.6917,43.500000,-119.708301,43.500000,-119.788719,43.441667,-119.673159,43.441667,-119.592818,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1034
"Marys River (Fir) site",USA,fn_usoregon,44.64649416,-123.551483,44.675000,-123.575051,44.675000,-123.657083,44.616667,-123.532796,44.616667,-123.450847,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1035
"Park Falls/WLEF",USA,fn_uswipark,45.94587778,-90.27230417,45.975000,-90.279394,45.975000,-90.363330,45.916667,-90.268292,45.916667,-90.184444,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1036
"Penn State SURFRAD Station- Pennsylvania",USA,fn_uspennst,40.72033333,-77.931,40.750000,-77.925108,40.750000,-78.002109,40.691667,-77.933782,40.691667,-77.856848,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1037
"ARS-NE PLRC- Pennsylvania",USA,fn_usplrcpa,40.6167,-76.6667,40.641667,-76.656341,40.641667,-76.733217,40.583333,-76.666257,40.583333,-76.589448,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1038
"Pleasant Plains- Illinois",USA,fn_uspplain,39.5,-89.8833,39.525000,-89.875248,39.525000,-89.950873,39.466667,-89.875423,39.466667,-89.799862,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1040
"Upad",USA,fn_usupadal,70.28147222,-148.8848333,70.308333,-149.004580,70.308333,-149.177697,70.250000,-148.754601,70.250000,-148.581975,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1041
"Alaskan Tundra- Prudhoe Bay- 1997",USA,fn_usakprud,70.03138889,-148.6313889,70.058333,-148.750510,70.058333,-148.921543,70.000000,-148.504898,70.000000,-148.334343,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1042
"Alaskan Tundra- Pump Station 2",USA,fn_usakpump,69.50555556,-148.225,69.533333,-148.333559,69.533333,-148.500387,69.475000,-148.096473,69.475000,-147.930099,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1043
"Railroad Valley Playa 2",USA,fn_usrailro,38.4969,-115.698,38.525000,-115.711084,38.525000,-115.785647,38.466667,-115.691931,38.466667,-115.617429,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1044
"Kingston 1 W- University of Rhode Island (Peckham Farm Site)",USA,fn_usripeck,41.478,-71.542,41.508333,-71.531012,41.508333,-71.608909,41.450000,-71.544483,41.450000,-71.466657,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1045
"Kingston 1 NW- University of Rhode Island (Plains Road Site)",USA,fn_usriplai,41.491,-71.541,41.516667,-71.529092,41.516667,-71.606998,41.458333,-71.542556,41.458333,-71.464720,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1046
"Rosemount- G21",USA,fn_usmnrose,44.71430814,-93.08984321,44.741667,-93.096071,44.741667,-93.178197,44.683333,-93.084326,44.683333,-93.002283,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1047
"Rosemount- C7",USA,fn_usmnroc7,44.72879032,-93.08885384,44.758333,-93.099449,44.758333,-93.181599,44.700000,-93.087670,44.700000,-93.005602,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1048
"Rosemount- G19",USA,fn_usmnrg19,44.7217122,-93.08933906,44.750000,-93.097759,44.750000,-93.179897,44.691667,-93.085997,44.691667,-93.003941,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1049
"Juniper Woodland Site",USA,fn_usrushju,40.25932222,-112.478125,40.291667,-112.496806,40.291667,-112.573283,40.233333,-112.476256,40.233333,-112.399845,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1050
"Sagebrush Site",USA,fn_usrushsb,40.28284444,-112.4715667,40.308333,-112.480850,40.308333,-112.557346,40.250000,-112.460275,40.250000,-112.383846,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1051
"Crested Wheatgrass Site",USA,fn_usrushwg,40.28297222,-112.463,40.308333,-112.469922,40.308333,-112.546418,40.250000,-112.449356,40.250000,-112.372927,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1052
"Saddle Site- Niwot Ridge LTER- Colorado",USA,fn_ussaddle,40.05429997,-105.589,40.083333,-105.595013,40.083333,-105.671254,40.025000,-105.580845,40.025000,-105.504669,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1053
"Santa Rita Mesquite",USA,fn_usazsant,31.82143,-110.86611,31.850000,-110.868137,31.850000,-110.936810,31.791667,-110.866746,31.791667,-110.798116,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1055
"Columbia_SC",USA,fn_ussccolb,34.02280278,-81.03633333,34.050000,-81.025155,34.050000,-81.095560,33.991667,-81.039845,33.991667,-80.969489,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1056
"Blackville 3 W- Clemson University (Edisto Research & Edu. Ctr.)",USA,fn_usscedis,33.355,-81.32788889,33.383333,-81.316590,33.383333,-81.386450,33.325000,-81.331927,33.325000,-81.262114,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1057
"McClellanville 7 NE- SCDNR (Santee Coastal Reserve)",USA,fn_usscsant,33.15319444,-79.36369444,33.183333,-79.358104,33.183333,-79.427804,33.125000,-79.374996,33.125000,-79.305343,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1058
"Buffalo 13 ESE- SDSU Antelope Research Station (Calving Pasture Site)",USA,fn_ussdbuff,45.516,-103.3017,45.541667,-103.311431,45.541667,-103.394718,45.483333,-103.287606,45.483333,-103.204405,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1060
"Sioux_Falls",USA,fn_ussdfall,43.73628333,-96.62598333,43.766667,-96.631030,43.766667,-96.711806,43.708333,-96.617635,43.708333,-96.536938,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1061
